Username,Followers,Score_tag,Tweet
RamirezFreddy06,250,NONE,"""RT @JArnoldTAMU85: Generally two schools of thought on the finale of Game of Thrones https://t.co/eGLKydo04p"""
Sinead_Kennedy_,167,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
PH3MMIE,3945,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
absen_22,746,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
MearnsPSA,1389,NONE,"""RT @banebutwoke: Arya Dril https://t.co/jKiYSkjBaY"""
garybarkovitch,223,NONE,"""look @ my clownmanship"""
Japeth321,60,NONE,"""After the outcome of GAME OF THRONES season 8, this video by @sagehyden matters more than ever. https://t.co/Pn3OPOIBKh"""
an110_,29,NONE,"""Ah game of thrones aaa https://t.co/gqCVFtexvJ"""
ayeharmony,18085,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
XmaxPlays,5,NONE,"""@FrioGeo @HBO *dosimeter"""
chlodlol,260,N+,"""RT @_Saadaq__: Daneryes watching drogon not kill  Jon after he just stabbed her #GameOfThronesFinale https://t.co/oIig4F0dJc"""
FeatheredFreyja,1118,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
taisdonnaril,292,NONE,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
karadanve,274,NONE,"""Rickon and Bran: https://t.co/EIITtYJ0Gu"""
tere_orpis,115,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
annaellebourree,363,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
choccolattae,1220,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
FlorianeClment,147,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
mrs_elw,36,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Cassielazer,3571,NONE,"""RT @WhatTheFFacts: The 'Game Of Thrones' Cast Shares Their Behind-The-Scenes Photos From Their Last Day On Set https://t.co/5BHC0tTXnL"""
chalamundo,1215,NONE,"""hbo asking d&amp;d what they had planned for this season- https://t.co/Fu0QPQvE4y"""
cakecyrusz,2243,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
MainTanay,939,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
melodyriddle,67,NONE,"""I am dying with how much I LOVE this picture &lt;3"""
bobneedsmoney,19,N+,"""Just a horrible season"""
MadisonCiccone,707,NONE,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
jvgraz,17023,NONE,"""RT @jvgraz: @IAmAneesha You literally stole this guy's tweet. 

https://t.co/SGkCi7gwUw"""
ccjeannus,458,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
AbriannaGlaser,62,N+,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
abhinavchandra,43,N+,"""RT @DahDrunkMuffin: Drogon knows Bran has his own chair 
#GOT #GOTFinale https://t.co/d1iK0Jns2C"""
ElliotHWithers,347,N+,"""RT @Vannie__Oswald: *Drogon trying to wake Dany*
Me:
#GameOfThrones #Drogon https://t.co/1oDwA7gyco"""
eskandalowithak,553,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Georgee_B0Y,23,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
keanuyvens,55,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
modernITgirl,72,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
bnstt13,482,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kevsuxatusernam,169,NONE,"""send em to space if they dont need air pressure"""
areeba108,11,NONE,"""RT @NephilimUpdates: Yeah!! Shadow Fam! #SaveShadowhunters https://t.co/2FgrwHQUpN"""
thomcrodh,42,NONE,"""Wow, Amazing! Daenerys Trgaryn is broadcasting on https://t.co/NmLhupdt7K ,come to join! https://t.co/wb0A4c5zBf"""
salgossssse,13,P,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
Mr_Smell_Good,370,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
GioSiradze,94,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
samueljdonovan,10601,NONE,"""Tyrion should have picked Katie Porter."""
SisterGraves,134,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
kkmmujf,3,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
henryezeh_s,112,N+,"""RT @TomiwaTegbe: She named it after Khal Drogo
Do you people watch this show with the sound off? https://t.co/EybkMGCz04"""
smason630,221,NONE,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
monica_werkin,566,NONE,"""Fullmetal Alchemist: Brotherhood."""
leosugenrevival,329,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ChickenGrease7,18,NONE,"""RT @DemetriusHarmon: arya finna fucking discover america"""
NairaSiverio,261,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
Acolgan,503,NONE,"""Sansa hitting a Juul is exactly why I never liked her from the beginning"""
tristan_bht,466,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
MattMustin,246,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
issyonthehenny,113,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
mosesalfaro,720,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
adayhernandez_,34,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
thisisllol,477,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
ZeMiguel2014,261,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
peiales,16,P,"""RT @masgotcha: Daenerys: Who are you?
Griffith: I'm you but with better character development as a villain"""
syrettefox,1173,NONE,"""This is now canon"""
CurlyBrown_Hair,253,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
ChickenGrease7,18,N+,"""RT @DemetriusHarmon: ms.keisha? oh my fucking god she fucking dead.

-Drogon"""
flameohotwoman,485,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Vahex4,471,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
em_and_ems23,384,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
MC30__,439,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
lovqsocnfriesxs,538,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
damnyou83,105,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
caspar_ghostboy,51,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
HaStyleTweets,1961,NONE,"""@AuthorNinaPerez I haven't listened yet, but I'm assuming y'all talking about how Bran is a serial killer of the highest order. Am I right?"""
shootzbah,113,NONE,"""Stg I beeeeeen saying this. Her ass shoulda just stayed in Meereen with Daddy. Tsktsk..."""
Diplomaticzz,502,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
pmyles98,354,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Oceandeep55,367,NONE,"""This moment!"""
LauraClynes_,362,NONE,"""The more I watch the ending of game of thrones the more I think it was actually a really good ending! #GameOfThrones"""
perla_bae87,126,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
AngusBus7,125,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
CindyLouCrazy,248,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
DylanSinn,760,NONE,"""What books?"""
fckjoannes,358,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
sabrina_geary,251,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
exos707,24,NONE,"""RT @MaximumCortez: Sure, you can cancel HBO but how else will you watch Curb Your Enthusiasm for the rest of your life?"""
macbaenxrry,1953,NONE,"""RT @TheVampsJames: Finished game of thrones.... now can peaky blinders come back please..?"""
808sandhighlife,563,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
JosLuiHigJr,349,NONE,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
_salva8472,169,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Najmin1312,101,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
SecretTime18,925,NONE,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
_allejandraa_,85,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
BaileyTaron,210,NONE,"""Bold of Game of Thrones writers to challenge the convention that characters need motivation to do things."""
Daoudagning99,140,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
macbaenxrry,1953,N+,"""RT @TheVampsJames: Drogon pretty much summed up how I feel about British politics. #GameOfThonesFinale"""
S_akt94,24,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
itsxkimmy,484,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
KurtLeSurvivant,120,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
DaftPunkCakes,131,NONE,"""DUDE"""
tre489,482,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
thesmokingsiren,217,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
BlGKAHUNA,518,NONE,"""when you can't afford hbo"""
corinne_parrish,8,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
lillijohnsonnn,358,NONE,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
NicoleyMcquack,131,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Silvestreq0,11,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Zach_Reyes07,134,P,"""1. Game of Thrones
2. Breaking Bad 
3. Always Sunny
4. Narcos (Original and Mexico) 
5. The Office"""
rafael_sales_,92,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
bdunc8,724,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
IStandWithMJ1,153,NONE,"""RT @NeverlandFacts: Now here is something useful. Pass it along. https://t.co/o5KUmTTiId via @lifehacker"""
johntmitch,146,P,"""@efalchuk On top of that Grey Worm told Tyrion he's not allowed to speak but he is okay with him nominating Bran as king?"""
Emanmagdi77,1285,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
CurlyBrown_Hair,253,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
MixhelleMxrie,144,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
joeball82,62,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
_ToriaSecret,497,NONE,"""RT @Purse_: Bran the broken is still a wild disrespectful but hilarious title"""
zax14919,66,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
brizzbrownbaby,924,NONE,"""That's a very good point about salt and vinegar I must say. What are they trying to achieve?"""
GollDyy_,80,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
lamainlmao,1216,NONE,"""RT @danabischoff: @gilbertjasono My reaction when Tyrion finished that speech saying Bran should be king. https://t.co/qrzo42tUvF"""
ToraChan23,388,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Niamor___,1038,NONE,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
tutbeemer,714,NONE,"""RT @TheStevieMac: Well said, @SophieT. This is some of the most First World Problems nonsense I've ever seen. https://t.co/PPkJm7PGaJ"""
Mikeyreynolds01,148,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
m01_amanda,762,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
devilxape,279,NONE,"""RT @Jack_I_Swear: Bran in the throne room after knowing all along he was destined to be king
#GameofThrones https://t.co/U6adXjvBvI"""
BrianCPT,194,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Angiemac811,39,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
kyvnghoons,104,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
fardell93,250,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
lucreziac0,250,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
LindaAd41301456,6257,NONE,"""I have not"""
Lucifunk77,61,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
hrldhnspgrgn,1256,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Katakismet,191,NONE,"""and Sansa be like: i am cersei 2.0, without the incest, or hell, without any men at all. oh, and the clothes bitches. #GOT"""
kriistyxo,924,NONE,"""RT @idkkkayla: it's true and she should say it https://t.co/4TgQIpXE17"""
ramy_ob,260,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
SleepyHog_,132,NONE,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
MoheaBes,575,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
Pi_Ro_LaL,35,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
jetyap1,690,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Jbeavchamp,68,NONE,"""No sexo eu sou o trono do game of Thrones"""
the_mcgone,1254,NONE,"""RT @behindyourback: Person: Do you watch Game of Thrones
Me, reading my Twitter feed: .... I mean basically"""
quiquizzle,237,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Sandlovfilip,63,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
th_Deeee,602,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
rubeezy,343,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
JarryPotter21,102,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
IchBinErica,325,NONE,"""RT @vornietom: Very fun Bran theory from my sister @AlexofComics #GamesOfThrones https://t.co/hOcv4vxpj7"""
rockycloe,454,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
barbarab_13,1353,NONE,"""RT @youresoartdeco: ARYA STARK &gt; CHRISTOPHER COLUMBUS"""
kay_tyler,160,NONE,"""@_ohthatsmarcus bro this reminds me of Piper from church"""
leoluwa_,1581,NONE,"""RT @mikeapedia101: Bury her in the ocean with her ancestors who knew that death...was better than bondage https://t.co/wM1of6QHXi"""
Lucygrimmettt,248,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
RosaSemRoseira,256,NONE,"""RT @blameswiftie: Game of Thrones acabou nessa cena https://t.co/4x5qJFUckb"""
HaleyBryantYo2,176,NONE,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
cbellistweet,994,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
lejandroperez4l,523,NONE,"""RT @kkkitsune: are yal serious https://t.co/wJAi7q5uH9"""
LoveJonerys,326,N+,"""RT @clarkeonfire: That scene of Drogon with Simba's voice trying to wake up Dany https://t.co/zUEpSMLNMq"""
igianni7500,309,N+,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
Sardonic_Sphinx,105,N,"""RT @CassandraRules: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/1PWSX9aeSn"""
sorrylamari,597,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
DrawNowo,5504,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
selfishbyuI,215,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
sebasroca8,279,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
bamx2yeppy,122,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
andrezabala1991,57,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Ljikem,993,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
rawrrdoll,923,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
crmlthmnn,424,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
angelaerquicia_,1360,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
thronesshade,659,NONE,"""LMAO!!! Go off Dany!!! https://t.co/rn52CpaVoi"""
__angeln,218,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
rodorone,755,N+,"""RT @joes_fyn: Drogon after burning down the Iron throne... https://t.co/X2WWEBUeJi"""
SaifFahad18,6,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
thecharles76,113,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
JimmyXJames,514,N,"""RT @CassandraRules: Woke Mafia in Panic as Game of Thrones Slays Queen Social Justice Warrior https://t.co/1PWSX9aeSn"""
Choicechurro,108,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
ChuckB91,425,NONE,"""RT @HasnainMobeen: #GameofThrones
Sam: *Tries to bring democracy to Westeros*

The Lords and Ladies: https://t.co/W5yaELJbIt"""
menevere,244,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
a1ex_ok,38,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
juliesamoun,405,NONE,"""RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI"""
Br3ndyMoore,223,N+,"""@PeterJLavery They need to do a spin off with Arya and see whats beyond Westeros.. but yeah mate the ending was terrible"""
kathleenbee751,67,NONE,"""RT @eekshecried: In which @AmandaMarcotte explains why the #GameOfThrones finale was good actually. https://t.co/oaKCjY8EQx"""
ZackPHP,1283,NONE,"""RT @meka_george: When Daenerys started talking about Wheel I knew she was going to die.

Ask ManUtd."""
Itsaurieta,346,NONE,"""RT @Lino_Facioli: Definitely didn't expect my morning to start off like this 
#GOT
https://t.co/jKxVPZNB5R via @TVGuide"""
baluch_h1,140,NONE,"""Enough already with Game of Thrones."""
fvckinglola,196,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
Luccas_gnr,317,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
nogodnooo,59,NONE,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
_Mulder6,176,NONE,"""RT @Fufu_Esq: Tyrion was so bad at his job that he quit and got promoted. Just like a white man"""
pattyihernandez,247,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
booknymphs,872,NONE,"""RT @Fufu_Esq: Tyrion was so bad at his job that he quit and got promoted. Just like a white man"""
samkebusiness,4255,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
niaantoine,2995,NONE,"""LMFAOO"""
AnarchoLocrian,427,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
SirMrChicken,953,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
HadjiSilv,497,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
BossGbini,236,NONE,"""RT @vornietom: Very fun Bran theory from my sister @AlexofComics #GamesOfThrones https://t.co/hOcv4vxpj7"""
charliefrancis,1058,NONE,"""Now that Game of Thrones is over I'm rewatching Eastenders from the start."""
NickTuness,188,N+,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
ngoni_princesss,4072,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
gezegengezginii,33,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
muhdanasothman,169,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
shelby_j0rdan,283,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Mr_Smell_Good,370,NONE,"""RT @mus1eh: #gameofthrones
Sam: Attempts to introduce democracy to Westeros 

The lord and ladies: https://t.co/E9oZIaFMfW"""
_adleZonk,31,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
ingramdr,31,NONE,"""Warren, Ocasio-Cortez rip 'Game of Thrones' finale: 'Ugh, this is written by men!' https://t.co/32JwaXoZVm She is one pathetic individual."""
slavdude1,16,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
matildeap22,265,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
thinkdinx,18,NONE,"""@TPAIN @HBO @GameOfThrones I guess our girl will be the first to know that the world's not flat https://t.co/k19weHJITQ"""
LucaSaintMarti1,7,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
soundofsilence7,551,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
stfuu_jay,308,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
milkteajongin,91,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
donrazibot,84,NONE,"""They better make a spin off about Arya pirate adventures or we riot"""
stupefypatronus,54,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
malibugibson,2513,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
LittleBigRobo,252,NONE,"""Louder for the people in the back"""
lynance_,909,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
paperstainedink,2329,NONE,"""Disabled does not mean broken. Using a wheelchair does not mean broken: https://t.co/gR0OqNbiVn"""
GilCosby,257,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
JuicyJared,1221,NONE,"""RT @ChristopheRay: Does it make you feel good to act like your above watching Game of Thrones?"""
brandonlyons15,491,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
HerveCK,923,NONE,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
elmarkrainz,166,NONE,"""Same"""
fuckinbizzlee,2184,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
euunseos,311,NONE,"""Arya spin-off: while traveling she finds a device that can travel between alternate universes and it takes her to twd universe"""
tazboi07,19,NONE,"""RT @quintonboudwin: CARLY RAE JEPSEN https://t.co/gCdNZLn2t8"""
PirateProxyBay,742,NONE,"""PIRATE NEWS!: Game of Thrones Piracy in Russia: 180,000 Takedowns, Mirror Wars &amp; Capitulation https://t.co/MwBaOPpIdC"""
